male,bisexual,black,30
female,something else,black,30
male,something else,white,30
female,gay,white,30
female,something else,white,30
female,something else,white,30
female,something else,white,30
female,something else,white,30
female,something else,white,30
female,bisexual,white,30
male,bisexual,white,30
male,straight,white,30
male,bisexual,white,30
female,straight,white,30
male,straight,white,30
female,gay,black,30
male,bisexual,white,30
male,gay,white,30
female,bisexual,white,30
male,something else,white,30
female,straight,white,30
female,something else,white,30
male,straight,white,30
female,something else,white,30
male,something else,white,30
male,something else,black,30
female,something else,white,30
female,something else,white,30
female,gay,white,30
female,something else,white,30
female,something else,white,30
female,straight,white,30
male,gay,black,30
female,something else,white,30
male,bisexual,white,30
female,bisexual,white,30
female,gay,white,30
male,bisexual,white,30
male,something else,white,30
female,gay,white,30
female,something else,white,30
female,something else,white,30
male,something else,white,30
female,bisexual,white,30
female,bisexual,white,30
male,something else,white,30
male,gay,white,30
female,straight,white,30
female,gay,white,30
male,straight,white,30
female,gay,white,30
male,something else,white,30
male,gay,white,30
male,straight,white,30
male,straight,black,30
male,straight,black,30
male,gay,white,30
female,something else,white,30
female,bisexual,white,30
male,straight,white,30
male,something else,indian,30
male,gay,white,30
female,something else,white,30
male,bisexual,black,30
female,something else,white,30
female,gay,white,30
male,something else,white,30
female,something else,white,30
female,straight,white,30
female,gay,white,30
female,something else,white,30
female,gay,black,30
female,something else,black,30
female,something else,black,30
female,gay,white,30
male,gay,white,30
male,something else,white,30
female,gay,white,30
male,something else,white,30
female,bisexual,white,30
male,something else,white,30
male,something else,white,30
male,gay,white,30
male,gay,white,30
male,something else,black,30
female,gay,white,30
female,something else,black,30
female,something else,white,30
female,bisexual,white,30
male,bisexual,white,30
male,something else,white,30
female,something else,white,30
female,bisexual,white,30
male,something else,white,30
male,something else,white,30
male,something else,white,30
female,something else,white,30
female,something else,white,30
female,something else,white,30
female,gay,white,30
male,bisexual,white,30
female,gay,white,30
female,something else,black,30
male,bisexual,white,30
male,bisexual,white,30
male,something else,black,30
male,bisexual,white,30
male,gay,white,30
female,bisexual,white,30
male,bisexual,white,30
male,something else,white,30
female,something else,black,30
female,bisexual,white,30
male,something else,white,30
male,something else,white,30
female,bisexual,white,30
male,something else,white,30
male,gay,white,30
female,something else,white,30
male,something else,white,30
female,bisexual,white,30
female,straight,white,30
female,something else,white,30
male,gay,white,30
female,gay,white,30
female,straight,white,30
male,something else,white,30
female,bisexual,black,30
female,bisexual,white,30
female,gay,white,30
male,gay,white,30
male,something else,white,30
male,bisexual,white,30
female,something else,white,30
male,straight,white,30
male,bisexual,white,30
male,gay,white,30
male,something else,white,30
female,gay,white,30
female,something else,white,30
female,something else,white,30
female,something else,white,30
male,something else,white,30
female,straight,white,30
male,something else,white,30
female,bisexual,black,30
male,something else,white,30
female,bisexual,white,30
female,bisexual,white,30
male,something else,white,30
male,gay,white,30
female,straight,white,30
female,bisexual,white,30
male,something else,white,30
female,something else,white,30
female,bisexual,white,30
male,something else,white,30
male,something else,white,30
female,bisexual,white,30
female,something else,white,30
female,gay,white,30
female,bisexual,white,30
female,something else,white,30
female,something else,white,30
female,something else,white,30
female,bisexual,white,30
female,gay,white,30
male,gay,black,30
female,gay,white,30
female,something else,white,30
female,gay,white,30
male,bisexual,white,30
male,something else,white,30
female,straight,black,30
female,bisexual,black,30
male,gay,white,30
male,something else,white,30
female,straight,black,30
female,something else,white,30
female,gay,black,30
male,something else,white,30
female,gay,white,30
female,straight,white,30
male,something else,white,30
female,bisexual,white,30
female,something else,white,30
female,straight,white,30
male,something else,white,30
male,gay,white,30
male,bisexual,white,30
female,straight,white,30
female,something else,white,30
female,gay,white,30
female,something else,white,30
male,gay,white,30
male,gay,white,30
male,straight,black,30
female,gay,white,30
male,gay,white,30
male,something else,white,30
female,bisexual,white,30
female,straight,white,30
female,gay,white,30
female,something else,white,30
male,bisexual,white,30
male,bisexual,black,30
male,bisexual,black,30
male,something else,white,30
male,bisexual,white,30
female,bisexual,white,30
female,something else,white,30
female,gay,white,30
male,something else,white,30
male,something else,white,30
male,something else,black,30
female,something else,black,30
female,something else,white,30
female,bisexual,white,30
female,something else,white,30
female,something else,white,30
female,straight,white,30
male,something else,white,30
female,something else,white,30
female,bisexual,white,30
female,gay,black,30
female,gay,white,30
male,something else,white,30
female,something else,white,30
female,something else,white,30
female,something else,white,30
male,something else,white,30
male,something else,white,30
male,something else,white,30
female,bisexual,white,30
female,gay,white,30
female,straight,white,30
male,gay,white,30
male,something else,white,30
male,bisexual,indian,30
female,something else,white,30
female,gay,black,30
female,something else,white,30
female,something else,black,30
male,something else,white,30
female,gay,white,30
female,gay,white,30
female,gay,white,30
female,something else,white,30
female,something else,white,30
male,something else,white,30
male,bisexual,white,30
female,something else,white,30
male,something else,white,30
male,something else,white,30
male,something else,white,30
male,bisexual,white,30
female,something else,white,30
male,something else,white,30
female,bisexual,black,30
male,straight,white,30
male,something else,white,30
female,straight,black,30
female,bisexual,white,30
male,something else,white,30
female,gay,white,30
male,something else,black,30
female,bisexual,white,30
male,something else,white,30
male,something else,white,30
female,gay,white,30
female,straight,white,30
male,straight,white,30
male,something else,white,30
male,bisexual,white,30
female,something else,black,30
female,gay,white,30
male,something else,black,30
female,bisexual,white,30
female,gay,white,30
female,something else,white,30
male,bisexual,white,30
male,gay,white,30
female,something else,white,30
male,something else,white,30
female,something else,white,30
male,straight,white,30
male,bisexual,white,30
female,bisexual,white,30
male,straight,white,30
male,bisexual,white,30
female,something else,white,30
male,something else,white,30
male,something else,white,30
female,gay,white,30
male,bisexual,white,30
male,something else,white,30
female,gay,white,30
female,something else,white,30
female,gay,white,30
female,straight,white,30
male,something else,white,30
male,gay,white,30
female,bisexual,black,30
female,bisexual,black,30
male,bisexual,white,30
female,straight,white,30
male,something else,black,30
female,bisexual,white,30
male,straight,white,30
female,straight,black,30
female,bisexual,black,30
female,straight,white,30
male,something else,white,30
male,bisexual,white,30
male,bisexual,white,30
male,gay,white,30
male,something else,white,30
female,gay,white,30
male,gay,black,30
male,bisexual,white,30
male,gay,white,30
female,something else,white,30
male,something else,black,30
female,bisexual,white,30
female,something else,black,30
female,bisexual,white,30
female,gay,white,30
male,gay,white,30
male,something else,white,30
female,something else,white,30
female,something else,white,30
male,bisexual,white,30
male,something else,white,30
female,something else,white,30
female,something else,white,30
female,straight,white,30
female,gay,white,30
male,gay,white,30
male,gay,white,30
female,gay,white,30
female,bisexual,white,30
female,bisexual,white,30
male,straight,white,30
male,something else,white,30
male,bisexual,white,30
male,gay,white,30
female,something else,white,30
female,something else,white,30
female,gay,white,30
female,something else,white,30
female,something else,white,30
female,something else,white,30
male,something else,white,30
female,bisexual,black,30
female,something else,white,30
male,gay,white,30
male,straight,white,30
male,something else,white,30
female,something else,white,30
female,something else,white,30
male,straight,white,30
female,something else,black,30
male,gay,white,30
female,gay,white,30
female,bisexual,white,30
male,gay,white,30
female,bisexual,white,30
male,bisexual,white,30
male,bisexual,indian,30
male,something else,white,30
female,bisexual,white,30
female,gay,white,30
female,gay,white,30
male,gay,black,30
male,something else,white,30
male,bisexual,white,30
male,something else,white,30
male,something else,white,30
female,something else,white,30
female,something else,white,30
female,bisexual,white,30
female,straight,white,30
male,something else,white,30
female,straight,black,30
female,gay,white,30
male,something else,white,30
female,straight,white,30
female,something else,black,30
female,straight,black,30
male,gay,black,30
male,bisexual,white,30
male,something else,white,30
female,gay,black,30
male,something else,white,30
female,something else,white,30
female,gay,white,30
male,bisexual,white,30
female,something else,white,30
male,bisexual,white,30
male,something else,white,30
female,something else,white,30
female,bisexual,white,30
female,something else,white,30
male,bisexual,white,30
female,something else,white,30
female,gay,white,30
female,bisexual,white,30
male,bisexual,white,30
female,something else,white,30
female,something else,white,30
male,something else,white,30
male,gay,white,30
female,straight,white,30
female,something else,white,30
male,bisexual,white,30
male,something else,white,30
male,gay,indian,30
female,gay,white,30
male,something else,white,30
female,something else,white,30
female,straight,white,30
female,straight,white,30
male,gay,black,30
female,something else,white,30
female,gay,black,30
female,bisexual,white,30
female,bisexual,black,30
female,gay,black,30
female,gay,white,30
male,something else,black,30
female,something else,white,30
female,straight,white,30
male,straight,white,30
male,something else,white,30
female,straight,white,30
male,something else,white,30
male,bisexual,white,30
male,bisexual,white,30
male,something else,white,30
male,bisexual,white,30
male,straight,white,30
male,something else,white,30
male,straight,white,30
male,straight,white,30
female,straight,white,30
male,something else,black,30
female,something else,white,30
male,bisexual,white,30
female,something else,white,30
female,bisexual,white,30
male,gay,white,30
female,something else,white,30
female,something else,white,30
male,something else,white,30
male,something else,white,30
female,gay,black,30
male,something else,white,30
male,bisexual,white,30
female,something else,black,30
male,something else,white,30
male,straight,white,30
male,gay,white,30
female,bisexual,white,30
male,bisexual,white,30
male,straight,white,30
female,bisexual,white,30
male,something else,white,30
male,something else,indian,30
female,gay,white,30
female,straight,white,30
female,something else,black,30
female,something else,white,30
male,gay,white,30
male,bisexual,white,30
male,something else,white,30
female,something else,white,30
male,gay,white,30
female,something else,black,30
male,gay,white,30
female,straight,white,30
female,bisexual,white,30
male,something else,white,30
male,gay,white,30
male,bisexual,white,30
female,bisexual,white,30
female,something else,white,30
female,something else,white,30
male,bisexual,white,30
male,something else,white,30
male,gay,white,30
male,bisexual,white,30
male,something else,white,30
male,something else,white,30
male,bisexual,white,30
female,something else,white,30
male,bisexual,white,30
female,something else,white,30
female,something else,white,30
female,gay,white,30
male,gay,white,30
female,something else,white,30
female,something else,white,30
male,gay,black,30
female,something else,white,30
female,straight,white,30
female,something else,black,30
male,gay,white,30
male,gay,white,30
male,bisexual,white,30
male,gay,white,30
female,something else,white,30
male,bisexual,white,30
female,gay,white,30
female,something else,white,30
female,something else,white,30
male,something else,white,30
male,gay,black,30
female,something else,white,30
male,something else,black,30
female,gay,white,30
female,something else,white,30
male,something else,white,30
male,bisexual,white,30
male,something else,black,30
female,something else,black,30
female,gay,white,30
female,something else,white,30
male,something else,black,30
male,something else,black,30
female,bisexual,white,30
female,gay,white,30
female,bisexual,black,30
male,bisexual,white,30
female,something else,black,30
male,something else,white,30
female,something else,white,30
male,something else,white,30
female,gay,white,30
male,gay,white,30
female,straight,white,30
female,bisexual,white,30
female,straight,white,30
female,bisexual,white,30
female,gay,white,30
male,bisexual,white,30
female,something else,black,30
female,something else,white,30
female,gay,white,30
male,bisexual,white,30
female,something else,white,30
male,something else,white,30
male,straight,white,30
male,something else,white,30
female,straight,white,30
female,gay,indian,30
female,gay,white,30
female,gay,white,30
male,bisexual,white,30
male,something else,white,30
male,something else,white,30
male,something else,white,30
male,something else,white,30
female,something else,white,30
female,something else,white,30
male,something else,white,30
female,something else,white,30
female,something else,white,30
male,something else,white,30
male,gay,white,30
female,straight,black,30
female,something else,white,30
male,straight,white,30
male,gay,white,30
male,gay,white,30
female,something else,white,30
male,straight,white,30
female,gay,white,30
male,bisexual,white,30
male,bisexual,white,30
female,something else,white,30
female,bisexual,white,30
male,gay,white,30
female,something else,white,30
female,gay,white,30
female,straight,white,30
female,gay,white,30
male,gay,white,30
female,bisexual,black,30
female,straight,white,30
female,gay,white,30
female,gay,black,30
female,gay,white,30
female,something else,white,30
female,bisexual,white,30
male,bisexual,black,30
female,something else,white,30
female,bisexual,white,30
female,something else,white,30
female,gay,white,30
female,something else,black,30
female,gay,black,30
female,something else,white,30
female,something else,white,30
female,something else,white,30
female,something else,black,30
female,gay,white,30
female,something else,white,30
female,gay,white,30
female,bisexual,white,30
male,bisexual,white,30
female,gay,white,30
male,something else,white,30
male,something else,white,30
female,something else,white,30
female,something else,white,30
female,bisexual,white,30
female,straight,white,30
female,straight,white,30
male,straight,white,30
female,something else,white,30
male,something else,white,30
female,something else,white,30
female,something else,white,30
female,something else,white,30
male,bisexual,white,30
male,something else,white,30
female,something else,black,30
male,gay,white,30
female,something else,white,30
female,gay,white,30
male,bisexual,white,30
female,something else,white,30
female,something else,black,30
male,straight,white,30
female,bisexual,white,30
male,something else,black,30
female,gay,white,30
male,something else,white,30
male,straight,white,30
female,straight,black,30
female,something else,white,30
female,gay,white,30
female,gay,white,30
female,something else,white,30
female,something else,white,30
female,bisexual,white,30
male,something else,white,30
female,gay,white,30
male,bisexual,white,30
female,straight,white,30
male,something else,white,30
male,straight,white,30
male,something else,white,30
female,something else,white,30
female,gay,white,30
male,something else,white,30
male,bisexual,white,30
male,gay,white,30
female,something else,white,30
male,something else,white,30
male,bisexual,white,30
male,something else,white,30
female,something else,white,30
female,straight,black,30
female,something else,white,30
female,gay,white,30
female,something else,white,30
female,gay,white,30
male,something else,black,30
female,something else,white,30
male,gay,white,30
male,something else,black,30
male,something else,black,30
male,something else,white,30
female,something else,black,30
male,something else,white,30
male,something else,white,30
female,something else,black,30
male,bisexual,white,30
male,something else,white,30
female,straight,white,30
female,something else,white,30
female,straight,white,30
female,something else,white,30
female,something else,white,30
female,gay,black,30
female,something else,white,30
female,something else,white,30
female,something else,white,30
male,bisexual,white,30
male,bisexual,white,30
male,gay,white,30
female,gay,white,30
female,bisexual,white,30
male,straight,white,30
female,straight,white,30
female,something else,white,30
female,something else,white,30
female,something else,black,30
female,something else,white,30
male,gay,white,30
female,bisexual,white,30
male,something else,white,30
male,gay,white,30
female,something else,white,30
male,bisexual,white,30
male,bisexual,white,30
male,bisexual,white,30
female,something else,white,30
male,something else,white,30
male,straight,white,30
female,bisexual,white,30
male,gay,white,30
male,something else,white,30
female,something else,white,30
female,gay,white,30
female,bisexual,white,30
female,straight,white,30
male,something else,indian,30
male,something else,black,30
female,something else,white,30
male,something else,white,30
male,something else,white,30
male,gay,white,30
female,something else,black,30
female,something else,white,30
female,gay,white,30
female,straight,white,30
female,bisexual,white,30
female,bisexual,white,30
male,something else,white,30
female,gay,white,30
female,something else,white,30
female,something else,white,30
female,gay,indian,30
male,something else,white,30
female,bisexual,white,30
male,bisexual,white,30
male,something else,white,30
female,gay,white,30
male,gay,white,30
male,something else,white,30
female,straight,white,30
female,bisexual,white,30
female,bisexual,white,30
male,bisexual,white,30
female,straight,white,30
female,bisexual,white,30
female,something else,white,30
female,straight,white,30
female,something else,white,30
male,gay,white,30
male,something else,white,30
male,bisexual,white,30
male,something else,black,30
female,straight,black,30
male,bisexual,white,30
female,straight,white,30
male,something else,white,30
male,gay,white,30
female,bisexual,white,30
male,gay,white,30
male,gay,white,30
female,gay,white,30
female,something else,white,30
female,gay,white,30
female,gay,white,30
female,something else,black,30
male,something else,white,30
male,gay,white,30
female,something else,white,30
female,straight,white,30
male,something else,white,30
female,gay,white,30
female,something else,white,30
female,bisexual,white,30
male,straight,white,30
male,something else,white,30
female,something else,white,30
male,something else,white,30
male,straight,white,30
male,gay,white,30
female,bisexual,white,30
male,bisexual,white,30
male,straight,white,30
female,bisexual,white,30
male,something else,white,30
female,something else,white,30
female,bisexual,white,30
female,straight,black,30
female,gay,white,30
female,bisexual,white,30
male,straight,white,30
female,gay,white,30
female,straight,white,30
male,straight,white,30
female,something else,white,30
male,bisexual,white,30
female,bisexual,white,30
male,something else,white,30
male,gay,white,30
female,bisexual,white,30
female,something else,white,30
female,something else,white,30
male,gay,white,30
female,something else,white,30
female,bisexual,white,30
male,something else,black,30
female,something else,white,30
female,something else,white,30
female,something else,white,30
male,something else,white,30
male,something else,white,30
female,straight,white,30
male,something else,white,30
female,straight,black,30
female,something else,white,30
female,gay,white,30
male,bisexual,white,30
male,bisexual,white,30
male,bisexual,white,30
male,something else,white,30
female,something else,white,30
female,bisexual,white,30
male,something else,white,30
female,gay,white,30
female,something else,black,30
male,bisexual,white,30
male,something else,white,30
male,something else,white,30
male,something else,white,30
male,straight,white,30
female,straight,white,30
female,something else,black,30
male,straight,white,30
male,straight,white,30
male,something else,white,30
male,bisexual,white,30
female,something else,white,30
male,straight,white,30
female,gay,white,30
female,something else,white,30
male,something else,white,30
female,straight,white,30
female,bisexual,white,30
male,straight,black,30
female,something else,black,30
female,gay,white,30
female,something else,white,30
male,bisexual,white,30
male,something else,black,30
male,bisexual,white,30
male,something else,black,30
female,something else,white,30
female,straight,white,30
male,straight,white,30
female,gay,black,30
male,straight,white,30
male,something else,white,30
male,bisexual,black,30
female,bisexual,black,30
male,straight,white,30
female,bisexual,white,30
female,bisexual,white,30
female,something else,black,30
female,bisexual,white,30
female,something else,white,30
female,something else,white,30
male,gay,white,30
female,bisexual,white,30
male,bisexual,white,30
male,gay,white,30
male,gay,black,30
female,bisexual,white,30
male,gay,white,30
female,straight,white,30
male,something else,white,30
male,gay,white,30
female,gay,white,30
male,gay,white,30
male,straight,white,30
male,something else,white,30
male,bisexual,white,30
male,bisexual,white,30
male,something else,white,30
female,straight,white,30
male,gay,white,30
male,something else,white,30
male,something else,white,30
female,bisexual,white,30
female,bisexual,white,30
female,something else,white,30
female,gay,white,30
male,gay,white,30
female,gay,white,30
male,something else,white,30
male,something else,white,30
male,bisexual,white,30
male,something else,white,30
male,something else,white,30
female,something else,white,30
female,something else,white,30
female,gay,white,30
male,bisexual,white,30
female,gay,white,30
female,something else,white,30
female,bisexual,white,30
female,straight,white,30
female,gay,white,30
female,gay,white,30
male,straight,white,30
male,gay,white,30
male,something else,white,30
female,something else,white,30
male,something else,white,30
female,something else,white,30
female,gay,white,30
male,gay,white,30
male,straight,white,30
male,something else,white,30
male,something else,black,30
male,something else,white,30
male,bisexual,white,30
female,something else,white,30
male,straight,white,30
male,something else,white,30
male,something else,white,30
female,something else,white,30
male,gay,white,30
female,something else,white,30
female,something else,white,30
female,straight,white,30
male,gay,white,30
female,something else,white,30
female,straight,white,30
female,gay,white,30
female,gay,black,30
female,gay,white,30
male,straight,white,30
male,something else,white,30
male,something else,white,30
male,gay,white,30
male,bisexual,black,30
male,something else,white,30
male,straight,white,30
male,gay,white,30
male,bisexual,white,30
female,bisexual,white,30
female,bisexual,white,30
female,something else,white,30
female,bisexual,white,30
female,something else,white,30
male,something else,white,30
female,gay,white,30
male,something else,white,30
female,something else,white,30
male,gay,white,30
female,bisexual,white,30
female,something else,white,30
male,something else,white,30
female,something else,white,30
female,gay,white,30
female,gay,white,30
male,something else,white,30
male,straight,white,30
female,bisexual,white,30
male,something else,white,30
female,bisexual,indian,30
female,bisexual,white,30
female,gay,white,30
male,something else,white,30
female,bisexual,black,30
male,gay,white,30
female,straight,white,30
female,bisexual,white,30
female,straight,white,30
female,bisexual,white,30
female,gay,white,30
male,something else,white,30
female,something else,white,30
female,bisexual,black,30
male,something else,white,30
female,bisexual,white,30
male,something else,white,30
male,something else,white,30
male,bisexual,white,30
male,straight,white,30
female,bisexual,white,30
female,something else,white,30
female,gay,white,30
female,gay,white,30
male,gay,white,30
male,bisexual,white,30
male,gay,white,30
female,bisexual,white,30
male,something else,white,30
male,bisexual,white,30
male,something else,black,30
female,gay,white,30
female,something else,white,30
female,something else,white,30
female,something else,white,30
female,straight,white,30
female,bisexual,white,30
male,something else,white,30
male,something else,white,30
female,something else,white,30
female,something else,white,30
female,straight,white,30
male,something else,white,30
female,something else,white,30
female,bisexual,white,30
female,gay,white,30
female,gay,black,30
male,gay,white,30
female,straight,white,30
female,something else,white,30
female,something else,black,30
male,gay,white,30
female,bisexual,white,30
female,something else,white,30
male,something else,white,30
male,bisexual,white,30
female,bisexual,white,30
female,bisexual,black,30
female,something else,white,30
male,something else,white,30
female,something else,white,30
male,something else,white,30
male,something else,white,30
female,something else,white,30
female,something else,white,30
female,something else,white,30
female,something else,white,30
male,straight,white,30
male,something else,white,30
female,bisexual,white,30
male,gay,white,30
male,gay,white,30
female,gay,white,30
female,something else,white,30
male,straight,white,30
male,something else,white,30
male,straight,white,30
female,something else,white,30
female,something else,white,30
female,bisexual,white,30
male,bisexual,white,30
female,something else,white,30
male,bisexual,white,30
female,bisexual,white,30
male,something else,white,30
female,bisexual,white,30
female,something else,white,30
female,something else,white,30
male,something else,white,30
male,straight,white,30
male,something else,black,30
male,something else,white,30
female,straight,white,30
male,bisexual,white,30
female,gay,black,30
female,straight,white,30
male,something else,white,30
female,gay,white,30
male,bisexual,white,30
male,bisexual,white,30
female,something else,white,30
female,gay,white,30
male,something else,white,30
male,something else,white,30
male,something else,white,30
male,something else,white,30
female,something else,white,30
female,bisexual,white,30
male,bisexual,white,30
male,something else,white,30
female,something else,white,30
male,straight,white,30
female,bisexual,white,30
male,something else,white,30
male,bisexual,white,30
male,something else,white,30
female,bisexual,white,30
male,bisexual,white,30
male,something else,white,30
male,bisexual,white,30
male,something else,white,30
male,straight,white,30
female,gay,white,30
female,something else,white,30
male,straight,white,30
female,straight,white,30
female,something else,white,30
female,straight,black,30
female,gay,white,30
female,gay,white,30
male,bisexual,white,30
male,straight,black,30
female,something else,black,30
male,something else,white,30
male,bisexual,white,30
female,something else,white,30
female,straight,white,30
female,gay,black,30
male,straight,white,30
female,something else,white,30
female,something else,black,30
female,bisexual,white,30
female,gay,white,30
female,bisexual,white,30
male,bisexual,white,30
male,something else,white,30
male,bisexual,white,30
female,something else,white,30
male,something else,white,30
male,straight,white,30
male,bisexual,white,30
female,gay,white,30
male,something else,white,30
male,something else,white,30
male,something else,white,30
female,something else,white,30
female,gay,white,30
female,something else,white,30
female,something else,white,30
female,something else,white,30
male,bisexual,white,30
female,something else,white,30
female,gay,white,30
female,straight,white,30
female,something else,white,30
female,straight,white,30
female,gay,white,30
male,straight,white,30
female,straight,white,30
female,something else,white,30
male,gay,black,30
male,something else,black,30
female,something else,white,30
female,something else,black,30
male,something else,white,30
female,bisexual,white,30
male,something else,white,30
female,something else,white,30
male,bisexual,white,30
male,something else,white,30
female,something else,white,30
female,something else,white,30
female,gay,white,30
female,gay,white,30
male,gay,white,30
male,straight,white,30
female,bisexual,white,30
male,something else,white,30
male,something else,white,30
male,something else,white,30
female,something else,white,30
male,straight,white,30
male,bisexual,white,30
female,bisexual,white,30
female,something else,white,30
male,straight,white,30
male,bisexual,white,30
female,bisexual,white,30
female,gay,white,30
female,bisexual,white,30
female,straight,white,30
male,straight,white,30
female,gay,white,30
male,straight,white,30
male,bisexual,white,30
male,gay,white,30
female,something else,white,30
male,something else,white,30
female,bisexual,white,30
female,something else,white,30
female,bisexual,white,30
female,straight,white,30
male,something else,white,30
male,straight,white,30
male,gay,black,30
male,something else,white,30
male,straight,white,30
female,straight,black,30
male,something else,white,30
female,bisexual,white,30
male,bisexual,black,30
female,something else,white,30
female,something else,black,30
female,bisexual,white,30
male,bisexual,white,30
male,something else,white,30
male,bisexual,white,30
female,bisexual,white,30
male,something else,white,30
male,something else,white,30
female,bisexual,white,30
male,something else,white,30
female,bisexual,black,30
female,gay,white,30
female,bisexual,white,30
male,something else,white,30
male,something else,black,30
female,gay,black,30
male,something else,black,30
female,gay,white,30
male,something else,white,30
female,something else,white,30
male,something else,white,30
female,gay,black,30
male,something else,white,30
male,something else,black,30
female,bisexual,white,30
male,something else,white,30
female,something else,white,30
male,straight,white,30
male,bisexual,white,30
male,straight,white,30
male,straight,white,30
male,something else,white,30
female,bisexual,black,30
female,straight,white,30
male,bisexual,white,30
male,gay,white,30
male,straight,white,30
male,bisexual,white,30
female,gay,white,30
male,straight,white,30
male,bisexual,white,30
male,bisexual,white,30
male,bisexual,white,30
female,something else,white,30
male,something else,white,30
female,straight,white,30
female,gay,white,30
male,bisexual,white,30
female,straight,white,30
male,bisexual,black,30
male,something else,white,30
female,something else,white,30
female,something else,white,30
female,bisexual,white,30
male,straight,black,30
male,gay,white,30
female,straight,black,30
male,gay,white,30
male,bisexual,white,30
female,something else,black,30
male,something else,white,30
female,something else,white,30
female,bisexual,white,30
female,bisexual,white,30
female,gay,white,30
male,bisexual,white,30
male,something else,white,30
male,something else,white,30
female,bisexual,white,30
male,bisexual,white,30
female,something else,white,30
male,straight,white,30
male,something else,white,30
female,something else,white,30
female,something else,white,30
male,something else,white,30
female,gay,white,30
female,something else,white,30
male,bisexual,white,30
male,gay,white,30
male,something else,black,30
female,something else,white,30
male,bisexual,white,30
male,gay,white,30
female,something else,white,30
female,gay,white,30
female,something else,white,30
male,bisexual,white,30
male,something else,white,30
male,something else,white,30
male,straight,white,30
female,something else,white,30
male,gay,white,30
male,something else,white,30
male,bisexual,white,30
male,gay,white,30
male,straight,white,30
female,straight,white,30
male,straight,white,30
female,something else,white,30
male,straight,white,30
female,something else,white,30
male,something else,white,30
male,something else,white,30
female,gay,white,30
female,gay,white,30
male,bisexual,white,30
male,gay,white,30
female,something else,black,30
male,bisexual,white,30
female,something else,black,30
female,gay,black,30
female,straight,white,30
female,bisexual,black,30
male,something else,white,30
female,straight,indian,30
male,something else,white,30
male,something else,white,30
female,something else,black,30
male,something else,white,30
male,something else,white,30
male,something else,white,30
female,something else,white,30
female,something else,white,30
female,straight,white,30
female,gay,white,30
male,something else,white,30
female,bisexual,white,30
female,something else,white,30
male,something else,white,30
male,something else,white,30
male,something else,white,30
female,something else,white,30
male,bisexual,white,30
male,gay,white,30
male,bisexual,white,30
male,bisexual,white,30
female,something else,white,30
female,something else,white,30
male,something else,white,30
female,straight,white,30
female,something else,white,30
female,something else,white,30
male,gay,white,30
male,gay,white,30
male,something else,black,30
female,something else,white,30
female,something else,white,30
female,straight,white,30
male,bisexual,white,30
female,bisexual,white,30
female,something else,white,30
female,something else,white,30
female,gay,white,30
male,something else,black,30
female,gay,white,30
female,something else,white,30
male,bisexual,white,30
female,bisexual,white,30
male,gay,white,30
female,something else,black,30
male,bisexual,white,30
female,something else,white,30
female,bisexual,white,30
male,bisexual,white,30
female,something else,white,30
female,something else,white,30
female,gay,white,30
female,gay,white,30
female,bisexual,white,30
female,gay,white,30
female,gay,white,30
female,something else,white,30
male,something else,black,30
female,bisexual,white,30
female,something else,white,30
female,something else,white,30
female,bisexual,white,30
female,gay,white,30
female,something else,white,30
male,something else,white,30
female,bisexual,black,30
male,something else,white,30
male,bisexual,white,30
female,gay,white,30
female,something else,indian,30
female,bisexual,white,30
male,bisexual,white,30
male,bisexual,white,30
male,something else,white,30
female,bisexual,white,30
female,gay,black,30
male,straight,white,30
male,something else,white,30
female,gay,white,30
female,something else,white,30
male,something else,white,30
female,something else,black,30
male,something else,white,30
male,gay,white,30
male,bisexual,white,30
female,something else,white,30
male,bisexual,white,30
female,something else,white,30
male,bisexual,white,30
female,gay,white,30
female,bisexual,white,30
male,gay,white,30
female,gay,white,30
male,gay,white,30
male,gay,white,30
male,gay,white,30
female,something else,white,30
male,gay,black,30
male,something else,white,30
male,something else,white,30
male,straight,white,30
male,gay,white,30
female,gay,white,30
female,straight,white,30
female,something else,white,30
female,something else,white,30
male,something else,white,30
female,straight,black,30
male,bisexual,white,30
female,something else,white,30
female,something else,white,30
male,straight,white,30
female,something else,white,30
female,gay,black,30
male,gay,black,30
male,something else,white,30
female,something else,white,30
male,bisexual,white,30
male,gay,white,30
female,bisexual,white,30
male,bisexual,white,30
male,something else,white,30
female,something else,white,30
male,something else,white,30
male,bisexual,white,30
female,something else,black,30
male,something else,white,30
female,gay,white,30
male,something else,white,30
male,bisexual,white,30
male,bisexual,white,30
female,something else,white,30
female,bisexual,white,30
female,straight,indian,30
male,something else,white,30
female,something else,white,30
female,bisexual,white,30
female,something else,white,30
female,gay,white,30
male,something else,black,30
male,something else,white,30
male,something else,white,30
female,gay,white,30
male,something else,white,30
female,bisexual,white,30
female,bisexual,white,30
male,gay,white,30
male,bisexual,white,30
female,something else,white,30
female,gay,white,30
male,straight,white,30
male,something else,black,30
female,something else,white,30
